"Date","Price","Open","High","Low","Vol.","Change %"
"03/24/2020","62,000","63,000","63,000","62,000","5.19K","-3.13%"
"03/23/2020","64,000","64,000","64,000","64,000","0.80K","-4.48%"
"03/20/2020","67,000","67,000","67,000","67,000","16.00K","0.00%"
"03/19/2020","67,000","66,000","67,500","66,000","2.61K","3.08%"
"03/16/2020","65,000","65,000","65,200","65,000","5.01K","0.15%"
"03/13/2020","64,900","65,000","65,000","64,900","4.35K","-0.92%"
"03/12/2020","65,500","65,500","65,600","65,500","0.80K","-4.38%"
"03/11/2020","68,500","69,000","69,000","68,500","3.40K","-0.72%"
"03/10/2020","69,000","69,000","69,000","69,000","4.35K","-1.43%"
"03/09/2020","70,000","70,200","70,200","70,000","1.34K","-1.41%"
"03/06/2020","71,000","71,000","71,000","71,000","10.10K","1.14%"
"03/05/2020","70,200","70,200","70,200","70,200","0.10K","-1.13%"
"03/04/2020","71,000","71,000","71,000","71,000","0.11K","0.00%"
"03/03/2020","71,000","71,000","71,000","71,000","7.10K","0.00%"
"03/02/2020","71,000","72,600","72,600","71,000","16.40K","-2.20%"
"02/28/2020","72,600","72,600","72,600","72,600","0.10K","2.98%"
"02/26/2020","70,500","70,500","70,500","70,500","0.51K","-0.70%"
"02/25/2020","71,000","71,000","71,000","71,000","1.90K","0.71%"
"02/24/2020","70,500","70,500","70,500","70,500","0.11K","0.71%"
"02/21/2020","70,000","70,000","70,300","70,000","1.60K","-6.54%"
"02/19/2020","74,900","74,000","74,900","74,000","3.60K","0.27%"
"02/18/2020","74,700","74,700","74,700","74,700","0.11K","-0.13%"
"02/14/2020","74,800","74,800","74,800","74,800","0.24K","-0.13%"
"02/07/2020","74,900","74,900","74,900","74,900","0.13K","5.49%"
"02/05/2020","71,000","71,000","71,000","71,000","0.30K","0.00%"
"02/04/2020","71,000","75,000","75,000","71,000","1.12K","-4.05%"
"02/03/2020","74,000","74,000","74,000","74,000","0.12K","-1.33%"
"01/22/2020","75,000","74,000","75,000","74,000","14.60K","1.35%"
"01/21/2020","74,000","75,000","75,000","74,000","5.90K","-1.33%"
"01/17/2020","75,000","78,000","78,000","75,000","6.01K","0.00%"
"01/16/2020","75,000","75,000","75,000","75,000","0.10K","0.00%"
"01/15/2020","75,000","74,500","75,000","74,500","9.51K","0.00%"
"01/14/2020","75,000","74,500","75,000","74,500","2.00K","5.63%"
"01/13/2020","71,000","71,000","71,000","71,000","0.21K","-5.33%"
"01/10/2020","75,000","74,000","75,000","74,000","4.50K","1.35%"
"01/09/2020","74,000","74,000","74,000","74,000","2.50K","0.00%"
"01/08/2020","74,000","71,000","74,000","71,000","0.65K","4.23%"
"01/07/2020","71,000","73,900","74,000","71,000","0.30K","0.00%"
"01/03/2020","71,000","71,000","71,000","71,000","0.20K","2.90%"
"01/02/2020","69,000","69,000","69,000","69,000","0.10K","-6.76%"
"12/27/2019","74,000","74,000","74,000","74,000","0.52K","0.00%"
"12/26/2019","74,000","74,000","74,000","74,000","2.00K","0.00%"
"12/25/2019","74,000","74,000","74,000","74,000","0.10K","0.00%"
"12/24/2019","74,000","74,000","74,000","74,000","2.00K","0.00%"
"12/23/2019","74,000","74,000","74,000","73,900","3.29K","-0.13%"
"12/20/2019","74,100","74,100","74,100","74,100","0.30K","0.00%"
"12/18/2019","74,100","74,000","74,100","74,000","3.33K","0.14%"
"12/17/2019","74,000","74,000","74,000","73,000","10.41K","1.37%"
"12/16/2019","73,000","72,500","73,000","72,500","1.70K","-7.36%"
"12/11/2019","78,800","66,500","78,800","66,500","0.45K","7.95%"
"12/09/2019","73,000","73,000","73,000","73,000","0.10K","0.00%"
"12/04/2019","73,000","72,000","73,000","72,000","0.36K","-0.68%"
"12/03/2019","73,500","73,500","73,500","73,500","0.26K","-0.68%"
"12/02/2019","74,000","70,000","74,000","70,000","2.31K","-3.90%"
"11/29/2019","77,000","72,000","77,000","72,000","6.50K","5.77%"
"11/28/2019","72,800","70,000","72,800","70,000","3.34K","1.11%"
"11/27/2019","72,000","70,500","72,000","70,500","5.51K","2.13%"
"11/26/2019","70,500","69,000","70,500","69,000","3.40K","0.71%"
"11/22/2019","70,000","70,000","70,000","70,000","1.49K","0.00%"
"11/21/2019","70,000","71,000","71,000","70,000","6.70K","-1.41%"
"11/20/2019","71,000","71,000","71,000","71,000","0.20K","-1.39%"
"11/19/2019","72,000","72,500","72,500","72,000","2.10K","-0.55%"
"11/18/2019","72,400","69,000","72,500","69,000","9.00K","4.93%"
"11/15/2019","69,000","69,000","69,000","69,000","3.80K","1.02%"
"11/14/2019","68,300","68,000","68,300","68,000","0.40K","1.94%"
"11/12/2019","67,000","65,900","67,000","65,900","4.60K","1.98%"
"11/11/2019","65,700","65,000","65,700","65,000","3.50K","1.86%"
"11/08/2019","64,500","64,500","64,500","64,500","0.51K","-0.46%"
"11/06/2019","64,800","64,800","64,800","64,800","0.80K","-1.82%"
"11/05/2019","66,000","66,000","66,000","66,000","0.20K","1.54%"
"11/04/2019","65,000","65,000","65,000","65,000","2.26K","0.00%"
"11/01/2019","65,000","64,000","65,000","64,000","5.01K","0.78%"
"10/31/2019","64,500","64,000","64,500","64,000","0.50K","0.00%"
"10/30/2019","64,500","63,700","64,500","63,700","1.60K","0.78%"
"10/29/2019","64,000","64,500","64,500","64,000","2.93K","0.00%"
"10/28/2019","64,000","64,000","64,000","64,000","2.41K","0.00%"
"10/24/2019","64,000","63,600","64,000","63,600","1.90K","0.00%"
"10/23/2019","64,000","63,500","64,000","63,500","3.50K","0.00%"
"10/22/2019","64,000","64,000","64,000","64,000","1.71K","0.00%"
"10/21/2019","64,000","64,600","64,600","64,000","3.56K","-0.78%"
"10/18/2019","64,500","64,500","64,500","64,500","0.80K","0.00%"
"10/17/2019","64,500","65,000","65,000","64,500","3.61K","-1.38%"
"10/16/2019","65,400","63,500","65,400","63,500","0.20K","3.48%"
"10/15/2019","63,200","63,200","63,200","63,200","0.11K","-2.02%"
"10/14/2019","64,500","65,000","65,000","64,500","4.85K","-0.77%"
"10/11/2019","65,000","65,400","65,400","65,000","0.33K","0.00%"
"10/10/2019","65,000","65,000","65,000","65,000","0.23K","2.36%"
"10/09/2019","63,500","63,500","63,500","63,500","0.78K","-0.78%"
"10/08/2019","64,000","63,500","64,000","63,500","1.97K","11.11%"
"10/07/2019","57,600","57,600","57,600","57,600","","-10.00%"
"10/04/2019","64,000","65,400","65,400","64,000","2.70K","-0.78%"
"10/03/2019","64,500","64,000","64,500","64,000","3.31K","0.78%"
"10/02/2019","64,000","64,600","64,600","64,000","2.21K","-2.29%"
"09/30/2019","65,500","66,000","66,000","65,000","2.10K","2.18%"
"09/27/2019","64,100","64,000","65,800","64,000","1.20K","0.16%"
"09/26/2019","64,000","62,600","64,000","62,600","8.46K","2.24%"
"09/25/2019","62,600","61,900","62,600","61,900","2.61K","1.13%"
"09/24/2019","61,900","62,000","62,000","61,700","4.60K","0.32%"
"09/23/2019","61,700","62,000","62,000","61,700","2.71K","-0.64%"
"09/20/2019","62,100","62,000","62,100","62,000","1.65K","0.16%"
"09/19/2019","62,000","62,000","62,000","62,000","0.83K","0.00%"
"09/18/2019","62,000","62,000","62,000","62,000","1.20K","0.00%"
"09/17/2019","62,000","62,000","62,300","62,000","1.94K","0.00%"
"09/16/2019","62,000","62,000","62,000","61,900","5.33K","0.00%"
"09/13/2019","62,000","63,000","63,000","62,000","1.31K","0.00%"
"09/12/2019","62,000","62,200","62,200","62,000","5.06K","-0.32%"
"09/11/2019","62,200","62,500","62,500","62,200","0.70K","-0.48%"
"09/10/2019","62,500","63,000","63,000","62,500","0.94K","-0.48%"
"09/09/2019","62,800","62,500","62,800","62,500","1.52K","0.80%"
"09/06/2019","62,300","62,500","62,500","62,300","1.71K","0.00%"
"09/05/2019","62,300","62,300","62,900","62,300","3.30K","0.00%"
"09/04/2019","62,300","62,000","62,300","62,000","1.50K","0.48%"
"09/03/2019","62,000","62,000","62,500","62,000","5.22K","0.00%"
"08/30/2019","62,000","62,500","62,500","62,000","3.35K","-0.80%"
"08/29/2019","62,500","62,500","62,500","62,000","4.21K","0.00%"
"08/28/2019","62,500","62,500","62,600","62,500","6.01K","0.64%"
"08/27/2019","62,100","62,500","62,500","61,600","5.10K","-0.48%"
"08/23/2019","62,400","62,500","62,500","62,400","0.26K","-0.32%"
"08/22/2019","62,600","62,600","62,600","62,600","1.71K","-1.26%"
"08/21/2019","63,400","63,400","63,400","63,400","2.92K","0.00%"
"08/20/2019","63,400","63,500","63,500","62,500","1.65K","-0.16%"
"08/19/2019","63,500","64,000","64,000","62,900","6.70K","0.00%"
"08/16/2019","63,500","63,200","63,500","63,000","4.26K","0.79%"
"08/15/2019","63,000","63,000","63,000","63,000","2.07K","0.00%"
"08/14/2019","63,000","62,500","63,000","62,500","5.30K","0.80%"
"08/13/2019","62,500","62,900","63,000","62,500","2.20K","-0.16%"
"08/12/2019","62,600","62,400","62,600","62,300","2.13K","0.16%"
"08/09/2019","62,500","62,200","62,500","62,100","0.31K","0.32%"
"08/08/2019","62,300","63,000","63,000","62,300","7.55K","-1.11%"
"08/07/2019","63,000","63,000","63,000","63,000","0.38K","-1.56%"
"08/06/2019","64,000","65,000","65,500","64,000","9.61K","-1.54%"
"08/05/2019","65,000","63,000","65,000","63,000","1.81K","0.31%"
"08/02/2019","64,800","65,000","65,000","64,500","3.15K","-0.31%"
"08/01/2019","65,000","62,000","65,000","62,000","12.82K","4.84%"
"07/31/2019","62,000","61,800","62,000","61,800","4.47K","0.98%"
"07/30/2019","61,400","62,000","62,000","61,400","3.20K","-0.97%"
"07/29/2019","62,000","62,000","62,000","62,000","2.06K","0.00%"
"07/26/2019","62,000","62,000","62,000","61,000","6.43K","0.00%"
"07/25/2019","62,000","62,000","62,100","62,000","18.90K","0.00%"
"07/24/2019","62,000","62,000","62,000","62,000","4.70K","0.00%"
"07/23/2019","62,000","63,800","63,800","62,000","1.27K","-2.36%"
"07/22/2019","63,500","62,500","64,000","62,400","10.81K","0.79%"
"07/19/2019","63,000","62,000","64,000","62,000","8.30K","1.61%"
"07/18/2019","62,000","62,100","62,100","62,000","2.76K","-1.59%"
"07/17/2019","63,000","63,000","63,000","63,000","0.10K","0.00%"
"07/16/2019","63,000","62,500","63,000","62,500","2.73K","0.80%"
"07/15/2019","62,500","62,000","62,500","62,000","0.46K","0.81%"
"07/12/2019","62,000","62,000","62,500","62,000","1.43K","-1.59%"
"07/11/2019","63,000","63,000","63,000","63,000","0.22K","-1.10%"
"07/10/2019","63,700","62,000","63,700","62,000","1.10K","2.74%"
"07/09/2019","62,000","62,000","62,000","61,700","4.61K","0.00%"
"07/08/2019","62,000","62,000","62,000","62,000","3.26K","0.00%"
"07/05/2019","62,000","62,000","62,000","61,700","7.16K","0.00%"
"07/04/2019","62,000","62,000","62,000","61,800","5.16K","0.00%"
"07/03/2019","62,000","62,000","62,000","62,000","2.58K","0.00%"
"07/02/2019","62,000","63,000","63,000","62,000","1.30K","0.00%"
"07/01/2019","62,000","62,000","62,000","62,000","2.30K","0.32%"
"06/28/2019","61,800","61,800","61,800","61,800","3.15K","0.00%"
"06/27/2019","61,800","61,800","61,800","61,800","0.10K","0.00%"
"06/26/2019","61,800","62,000","62,000","61,600","3.50K","0.49%"
"06/25/2019","61,500","63,000","63,000","61,500","14.20K","-2.23%"
"06/24/2019","62,900","63,500","63,500","62,000","4.97K","-0.16%"
"06/21/2019","63,000","63,000","63,000","63,000","3.00K","-1.25%"
"06/19/2019","63,800","62,000","63,800","61,500","2.10K","2.57%"
"06/18/2019","62,200","62,200","62,200","62,200","0.20K","-2.66%"
"06/17/2019","63,900","62,200","63,900","62,000","1.60K","1.43%"
"06/14/2019","63,000","62,000","64,000","61,500","3.96K","0.48%"
"06/13/2019","62,700","62,500","64,000","62,500","4.32K","-2.03%"
"06/12/2019","64,000","64,000","64,000","64,000","0.11K","3.06%"
"06/11/2019","62,100","62,000","62,100","62,000","3.30K","0.16%"
"06/10/2019","62,000","61,500","62,000","61,500","7.59K","0.81%"
"06/07/2019","61,500","61,000","61,500","61,000","3.16K","0.00%"
"06/06/2019","61,500","61,000","62,500","61,000","7.24K","0.00%"
"06/05/2019","61,500","61,500","62,500","61,500","12.91K","0.00%"
"06/04/2019","61,500","62,500","63,000","61,200","5.51K","-3.91%"
"06/03/2019","64,000","64,500","64,500","64,000","0.30K","-0.78%"
"05/31/2019","64,500","65,000","66,400","64,000","1.90K","-0.77%"
"05/29/2019","65,000","65,000","65,000","64,900","3.30K","0.00%"
"05/28/2019","65,000","66,100","66,100","65,000","6.83K","-2.55%"
"05/27/2019","66,700","66,000","66,800","66,000","6.70K","0.30%"
"05/24/2019","66,500","66,800","67,000","66,000","1.10K","-0.75%"
"05/23/2019","67,000","66,100","67,000","66,100","1.80K","1.36%"
"05/22/2019","66,100","66,500","66,700","66,100","3.11K","0.15%"
"05/21/2019","66,000","66,000","66,000","65,000","2.55K","-1.49%"
"05/20/2019","67,000","68,000","68,000","67,000","1.32K","-0.89%"
"05/17/2019","67,600","67,000","67,600","67,000","0.80K","2.42%"
"05/16/2019","66,000","66,900","66,900","66,000","2.00K","-0.75%"
"05/15/2019","66,500","66,500","67,000","66,500","6.60K","-1.04%"
"05/14/2019","67,200","68,100","68,100","67,200","3.60K","-1.32%"
"05/13/2019","68,100","68,000","68,800","68,000","2.14K","-0.58%"
"05/10/2019","68,500","68,000","69,000","68,000","1.90K","0.74%"
"05/09/2019","68,000","68,000","68,500","67,900","5.00K","0.00%"
"05/08/2019","68,000","69,000","69,000","68,000","3.88K","-4.23%"
"05/06/2019","71,000","71,000","71,000","71,000","0.90K","0.00%"
"05/03/2019","71,000","74,000","74,000","71,000","4.31K","0.42%"
"05/02/2019","70,700","71,354","71,447","70,700","7.02K","-0.92%"
"04/26/2019","71,354","70,980","71,447","70,980","1.90K","1.73%"
"04/25/2019","70,140","70,420","71,821","70,046","7.70K","-1.18%"
"04/24/2019","70,980","70,233","70,980","70,046","4.40K","0.00%"
"04/23/2019","70,980","71,447","71,447","70,980","2.11K","-0.65%"
"04/22/2019","71,447","71,634","71,727","71,354","4.51K","-8.64%"
"04/19/2019","78,200","77,200","78,200","77,000","2.62K","-0.13%"
"04/17/2019","78,300","79,000","79,000","77,400","3.63K","-0.76%"
"04/16/2019","78,900","79,000","79,000","78,900","1.50K","-0.63%"
"04/12/2019","79,400","80,000","80,000","79,000","0.74K","-0.75%"
"04/11/2019","80,000","78,000","80,000","78,000","6.73K","2.56%"
"04/10/2019","78,000","76,900","78,000","76,900","1.00K","1.43%"
"04/09/2019","76,900","75,100","77,200","75,100","1.00K","-0.52%"
"04/08/2019","77,300","77,500","77,500","74,500","6.25K","-0.64%"
"04/05/2019","77,800","79,500","79,500","77,800","4.92K","-2.14%"
"04/04/2019","79,500","80,000","80,000","79,500","1.02K","0.63%"
"04/03/2019","79,000","78,500","79,000","78,000","3.73K","0.00%"
"04/02/2019","79,000","80,000","80,000","78,000","1.20K","-1.25%"
"04/01/2019","80,000","69,200","80,000","69,200","11.10K","4.17%"
"03/29/2019","76,800","76,400","76,800","76,400","0.50K","-0.26%"
"03/28/2019","77,000","77,000","77,000","77,000","0.10K","-0.65%"
"03/27/2019","77,500","77,500","77,500","77,500","0.10K","1.97%"
"03/26/2019","76,000","76,100","76,100","75,500","4.21K","0.00%"
"03/25/2019","76,000","76,000","76,000","76,000","4.64K","0.00%"
"03/22/2019","76,000","75,600","76,000","75,600","2.80K","0.00%"
"03/21/2019","76,000","76,000","76,000","76,000","0.44K","0.00%"
"03/20/2019","76,000","74,500","76,000","74,500","1.55K","-0.39%"
"03/19/2019","76,300","76,500","76,500","75,600","1.41K","-0.26%"
"03/18/2019","76,500","76,500","76,500","76,500","0.34K","0.00%"
"03/15/2019","76,500","80,000","80,000","76,000","2.80K","0.79%"
"03/14/2019","75,900","77,000","77,000","75,700","9.67K","-0.13%"
"03/13/2019","76,000","76,000","76,000","75,600","7.41K","-0.65%"
"03/12/2019","76,500","76,000","76,500","75,600","14.21K","-1.29%"
"03/11/2019","77,500","77,600","77,600","76,000","6.41K","-0.13%"
"03/08/2019","77,600","77,000","77,800","77,000","6.22K","1.70%"
"03/07/2019","76,300","75,000","76,900","74,700","11.57K","2.14%"
"03/06/2019","74,700","74,100","75,000","74,000","3.81K","0.40%"
"03/05/2019","74,400","75,000","75,000","74,000","7.33K","-0.67%"
"03/04/2019","74,900","73,800","75,200","73,800","8.34K","1.49%"
"03/01/2019","73,800","73,000","73,900","73,000","1.54K","0.54%"
"02/28/2019","73,400","73,500","73,500","73,000","15.85K","-2.00%"
"02/27/2019","74,900","75,700","75,700","73,000","2.20K","-0.79%"
"02/26/2019","75,500","72,500","76,300","72,500","11.54K","4.14%"
"02/25/2019","72,500","71,000","73,800","70,500","13.10K","2.84%"
"02/22/2019","70,500","69,000","72,000","69,000","23.44K","3.68%"
"02/21/2019","68,000","68,900","68,900","68,000","2.93K","-1.31%"
"02/20/2019","68,900","68,000","68,900","67,300","5.27K","1.32%"
"02/19/2019","68,000","67,000","68,400","67,000","9.14K","-0.58%"
"02/18/2019","68,400","68,400","68,400","68,400","1.00K","-0.15%"
"02/15/2019","68,500","68,000","70,000","68,000","10.52K","2.09%"
"02/14/2019","67,100","69,000","69,000","67,000","11.24K","-1.32%"
"02/13/2019","68,000","67,000","69,000","65,100","6.06K","3.03%"
"02/12/2019","66,000","64,800","67,000","64,800","1.19K","1.02%"
"02/11/2019","65,333","67,008","67,008","65,240","5.69K","-2.09%"
"02/01/2019","66,729","65,985","66,729","65,147","9.20K","2.43%"
"01/31/2019","65,147","63,286","66,450","63,286","17.84K","-0.85%"
"01/30/2019","65,706","65,985","65,985","64,030","5.60K","-0.56%"
"01/29/2019","66,078","66,078","66,171","64,216","25.57K","-1.39%"
"01/28/2019","67,008","66,450","67,008","65,706","4.73K","0.84%"
"01/25/2019","66,450","64,123","67,753","64,123","7.39K","2.59%"
"01/24/2019","64,775","65,612","65,799","61,797","16.82K","-1.28%"
"01/23/2019","65,612","67,939","67,939","65,333","14.83K","-3.03%"
"01/22/2019","67,660","68,870","68,870","67,474","7.46K","-5.11%"
"01/21/2019","71,300","71,300","78,000","71,300","112.32K","-9.97%"
"01/18/2019","79,200","86,500","86,500","79,200","79.75K","-10.00%"
"01/17/2019","88,000","88,000","88,000","87,100","6.50K","-0.56%"
"01/16/2019","88,500","87,500","88,500","87,000","5.71K","1.14%"
"01/15/2019","87,500","86,500","87,500","85,500","11.93K","0.57%"
"01/14/2019","87,000","87,100","87,500","86,000","13.77K","-0.80%"
"01/11/2019","87,700","87,800","88,300","87,700","2.53K","-0.45%"
"01/10/2019","88,100","90,200","91,000","88,000","8.90K","-3.19%"
"01/09/2019","91,000","91,500","94,500","91,000","18.82K","-0.87%"
"01/08/2019","91,800","88,000","92,000","88,000","19.40K","4.44%"
"01/07/2019","87,900","86,700","87,900","86,700","5.10K","0.00%"
"01/04/2019","87,900","86,700","88,000","86,600","4.87K","1.62%"
"01/03/2019","86,500","85,100","87,900","85,100","6.40K","1.17%"
"01/02/2019","85,500","85,000","92,000","85,000","12.70K","0.59%"
"12/28/2018","85,000","85,000","85,000","85,000","10.01K","-0.58%"
"12/27/2018","85,500","83,000","85,500","83,000","6.80K","0.59%"
"12/26/2018","85,000","84,000","85,000","82,800","3.70K","-0.58%"
"12/25/2018","85,500","82,000","85,600","82,000","3.28K","-0.58%"
"12/24/2018","86,000","86,600","89,000","86,000","6.32K","-0.81%"
"12/21/2018","86,700","85,900","87,100","85,200","10.24K","0.93%"
"12/20/2018","85,900","85,200","86,000","85,200","1.20K","0.00%"
"12/19/2018","85,900","84,000","86,000","84,000","11.80K","2.26%"
"12/18/2018","84,000","85,100","85,100","82,500","2.10K","-1.41%"
"12/17/2018","85,200","85,000","85,200","84,500","5.80K","0.00%"
"12/14/2018","85,200","84,600","85,200","84,500","1.70K","-0.12%"
"12/13/2018","85,300","85,000","85,300","84,100","4.92K","0.35%"
"12/12/2018","85,000","85,000","85,900","84,700","4.86K","-0.58%"
"12/11/2018","85,500","84,900","85,500","84,100","2.02K","0.59%"
"12/10/2018","85,000","84,200","87,000","84,000","4.21K","-2.30%"
"12/07/2018","87,000","88,900","88,900","87,000","7.80K","-2.03%"
"12/06/2018","88,800","89,000","89,000","87,200","1.00K","-0.67%"
"12/05/2018","89,400","89,000","89,400","89,000","9.13K","0.45%"
"12/04/2018","89,000","90,000","90,000","89,000","5.00K","0.00%"
"12/03/2018","89,000","88,000","89,600","88,000","12.70K","1.83%"
"11/30/2018","87,400","87,000","87,400","86,400","10.75K","1.04%"
"11/29/2018","86,500","85,000","87,800","85,000","31.62K","2.37%"
"11/28/2018","84,500","85,400","85,400","84,500","4.33K","-0.94%"
"11/27/2018","85,300","85,500","85,500","84,500","7.92K","0.95%"
"11/26/2018","84,500","84,400","85,000","84,400","12.61K","0.00%"
"11/23/2018","84,500","85,000","85,000","84,500","9.60K","-0.59%"
"11/22/2018","85,000","84,500","85,000","84,500","12.70K","0.00%"
"11/21/2018","85,000","85,000","85,000","84,000","6.64K","0.00%"
"11/20/2018","85,000","84,300","85,100","84,000","8.91K","1.19%"
"11/19/2018","84,000","84,000","84,400","83,600","5.21K","0.48%"
"11/16/2018","83,600","82,100","83,600","82,100","18.75K","0.72%"
"11/15/2018","83,000","83,800","83,800","83,000","4.80K","0.97%"
"11/14/2018","82,200","82,200","84,000","82,100","5.60K","0.12%"
"11/13/2018","82,100","82,500","84,100","81,500","29.20K","-2.49%"
"11/12/2018","84,200","81,000","84,400","81,000","24.60K","3.95%"
"11/09/2018","81,000","81,300","82,400","81,000","3.90K","-0.61%"
"11/08/2018","81,500","82,000","82,000","81,000","8.90K","-0.61%"
"11/07/2018","82,000","82,500","82,500","81,100","10.70K","0.37%"
"11/06/2018","81,700","81,800","82,000","81,600","5.10K","-1.33%"
"11/05/2018","82,800","81,100","82,900","81,000","2.41K","0.98%"
"11/02/2018","82,000","81,600","82,500","81,300","17.70K","0.49%"
"11/01/2018","81,600","83,000","83,000","81,600","5.51K","-0.61%"
"10/31/2018","82,100","83,000","83,000","82,000","16.20K","-1.08%"
"10/30/2018","83,000","83,000","83,000","82,000","10.10K","0.36%"
"10/29/2018","82,700","82,000","83,500","82,000","7.01K","-0.36%"
"10/26/2018","83,000","82,500","83,000","82,000","3.60K","1.22%"
"10/25/2018","82,000","83,600","83,600","81,000","29.30K","-1.91%"
"10/24/2018","83,600","85,500","86,900","83,500","19.70K","-2.22%"
"10/23/2018","85,500","87,500","87,500","84,100","12.90K","-2.29%"
"10/22/2018","87,500","88,100","88,100","86,000","91.25K","9.24%"
"10/19/2018","80,100","80,000","80,600","79,500","13.30K","1.39%"
"10/18/2018","79,000","81,900","82,800","79,000","6.90K","-3.54%"
"10/17/2018","81,900","82,500","82,500","80,600","15.20K","3.55%"
"10/16/2018","79,096","78,037","81,409","78,037","16.22K","0.12%"
"10/15/2018","79,000","78,518","79,000","78,037","13.42K","0.00%"
"10/12/2018","79,000","78,037","79,000","77,073","7.80K","1.23%"
"10/11/2018","78,037","80,927","80,927","77,073","15.92K","-5.70%"
"10/10/2018","82,757","81,023","82,854","81,023","11.50K","-0.35%"
"10/09/2018","83,046","82,757","83,335","82,661","13.30K","0.23%"
"10/08/2018","82,854","84,781","84,781","82,372","21.20K","-3.26%"
"10/05/2018","85,648","85,648","86,226","84,781","15.94K","0.00%"
"10/04/2018","85,648","81,890","86,515","81,409","54.96K","5.21%"
"10/03/2018","81,409","81,890","83,335","80,541","10.40K","0.00%"
"10/02/2018","81,409","81,890","83,239","81,409","3.50K","0.36%"
"10/01/2018","81,120","79,963","81,698","79,963","13.60K","2.68%"
"09/28/2018","79,000","77,362","80,927","77,362","10.41K","2.12%"
"09/27/2018","77,362","77,073","77,844","77,073","12.80K","-0.74%"
"09/26/2018","77,940","77,459","78,037","77,459","7.00K","0.25%"
"09/25/2018","77,748","78,037","78,037","77,555","2.30K","-0.25%"
"09/24/2018","77,940","78,037","78,037","77,073","1.70K","0.50%"
"09/21/2018","77,555","77,073","77,555","77,073","2.20K","-0.37%"
"09/20/2018","77,844","77,073","77,844","76,110","3.80K","-2.18%"
"09/19/2018","79,578","76,206","79,578","75,435","3.50K","5.36%"
"09/18/2018","75,532","75,532","75,532","75,532","0.60K","0.00%"
"09/17/2018","75,532","76,110","76,110","75,146","3.80K","-0.88%"
"09/14/2018","76,206","77,555","77,555","76,206","14.30K","-2.35%"
"09/13/2018","78,037","78,037","78,037","78,037","0.50K","0.00%"
"09/12/2018","78,037","77,940","78,037","77,073","6.20K","-0.49%"
"09/11/2018","78,422","77,362","78,518","77,362","3.40K","-0.73%"
"09/07/2018","79,000","79,000","79,000","77,266","1.80K","0.00%"
"09/06/2018","79,000","79,000","79,096","79,000","3.30K","-0.12%"
"09/05/2018","79,096","79,578","79,578","79,096","1.81K","-0.61%"
"08/31/2018","79,578","79,963","79,963","79,578","5.11K","0.00%"
"08/30/2018","79,578","79,674","79,674","79,578","0.65K","-1.67%"
"08/29/2018","80,927","79,674","80,927","79,578","1.10K","0.00%"
"08/28/2018","80,927","79,578","80,927","79,578","1.32K","2.19%"
"08/27/2018","79,193","79,963","79,963","79,000","2.04K","-0.96%"
"08/24/2018","79,963","80,927","80,927","79,963","1.45K","0.00%"
"08/23/2018","79,963","79,963","79,963","79,963","0.50K","-3.49%"
"08/22/2018","82,854","82,854","82,854","82,854","0.10K","0.00%"
"08/21/2018","82,854","79,963","82,854","79,963","4.80K","4.88%"
"08/20/2018","79,000","79,193","79,193","79,000","2.00K","-1.20%"
"08/17/2018","79,963","78,518","79,963","78,518","1.70K","0.00%"
"08/16/2018","79,963","78,229","80,060","77,940","14.30K","-0.36%"
"08/15/2018","80,252","80,445","80,445","78,037","1.80K","-0.24%"
"08/14/2018","80,445","79,963","80,445","79,482","12.20K","-0.60%"
"08/13/2018","80,927","78,518","80,927","78,422","11.01K","8.39%"
"08/10/2018","74,665","78,229","78,229","72,256","24.00K","-5.49%"
"08/09/2018","79,000","80,445","80,445","78,711","1.65K","-1.80%"
"08/08/2018","80,445","79,963","80,445","79,000","11.80K","0.60%"
"08/07/2018","79,963","80,445","80,445","79,963","2.41K","0.00%"
"08/06/2018","79,963","80,927","80,927","79,963","4.11K","-3.49%"
"08/03/2018","82,854","85,262","85,262","81,890","3.20K","-2.82%"
"08/02/2018","85,262","82,757","90,079","80,927","1.11K","3.03%"
"08/01/2018","82,757","82,854","84,588","80,445","3.40K","-0.12%"
"07/31/2018","82,854","84,781","84,781","79,000","2.96K","-3.37%"
"07/30/2018","85,744","87,671","87,671","85,744","3.14K","-2.20%"
"07/27/2018","87,671","89,598","89,598","86,707","2.10K","-3.19%"
"07/26/2018","90,561","91,043","91,043","90,079","19.76K","1.07%"
"07/25/2018","89,598","89,598","91,428","88,634","13.73K","0.00%"
"07/24/2018","89,598","85,840","89,598","84,781","10.09K","2.20%"
"07/23/2018","87,671","92,488","93,259","87,285","37.33K","3.41%"
"07/20/2018","84,781","79,000","84,781","79,000","126.10K","10.00%"
"07/19/2018","77,073","74,665","77,073","73,220","11.70K","3.90%"
"07/18/2018","74,183","76,495","76,495","74,183","11.00K","-3.02%"
"07/17/2018","76,495","74,665","76,591","74,087","34.70K","3.12%"
"07/16/2018","74,183","69,366","74,183","69,366","17.70K","5.48%"
"07/13/2018","70,329","68,595","70,329","68,402","12.80K","3.55%"
"07/12/2018","67,921","67,921","70,329","67,921","25.00K","0.00%"
"07/11/2018","67,921","67,439","67,921","67,439","2.70K","0.00%"
"07/10/2018","67,921","67,439","67,921","67,439","3.00K","2.17%"
"07/06/2018","66,476","66,476","66,476","66,476","0.90K","-2.82%"
